,weight,height,label,predict
873,0.66,0.685,fat,fat
874,0.54,0.61,fat,fat
875,0.63,0.715,fat,fat
876,0.7,0.875,normal,normal
877,0.7,0.625,fat,fat
878,0.49,0.865,thin,thin
879,0.72,0.62,fat,fat
880,0.58,0.605,fat,fat
881,0.51,0.84,thin,thin
882,0.42,0.795,thin,thin
883,0.5,0.835,thin,thin
884,0.74,0.69,fat,fat
885,0.51,0.925,thin,thin
886,0.48,0.96,thin,thin
887,0.44,0.785,thin,thin
888,0.55,0.835,normal,normal
889,0.73,0.705,fat,fat
890,0.46,0.915,thin,thin
891,0.49,0.99,thin,thin
892,0.39,0.975,thin,thin
893,0.69,0.71,fat,fat
894,0.72,0.81,fat,fat
895,0.58,0.88,normal,normal
896,0.73,0.67,fat,fat
897,0.61,0.76,fat,fat
898,0.76,0.635,fat,fat
899,0.51,0.815,normal,normal
900,0.36,0.87,thin,thin
901,0.55,0.76,normal,normal
902,0.7,0.72,fat,fat
903,0.4,0.765,thin,thin
904,0.39,0.625,normal,normal
905,0.47,0.605,fat,fat
906,0.75,0.645,fat,fat
907,0.66,0.935,normal,normal
908,0.42,0.92,thin,thin
909,0.57,0.64,fat,fat
910,0.35,0.92,thin,thin
911,0.62,0.76,fat,fat
912,0.53,0.975,thin,thin
913,0.57,0.955,thin,thin
914,0.35,0.67,normal,normal
915,0.46,0.775,normal,normal
916,0.47,0.885,thin,thin
917,0.76,0.915,normal,normal
918,0.46,0.905,thin,thin
919,0.44,0.875,thin,thin
920,0.37,0.905,thin,thin
921,0.79,0.625,fat,fat
922,0.38,0.78,thin,thin
923,0.37,0.705,normal,normal
924,0.79,0.635,fat,fat
925,0.4,0.73,normal,normal
926,0.8,0.985,normal,normal
927,0.55,0.74,fat,normal
928,0.51,0.965,thin,thin
929,0.63,0.93,thin,thin
930,0.65,0.965,thin,thin
931,0.68,0.865,normal,normal
932,0.75,0.6,fat,fat
933,0.39,0.835,thin,thin
934,0.63,0.945,thin,thin
935,0.69,0.765,fat,fat
936,0.73,0.795,fat,fat
937,0.37,0.815,thin,thin
938,0.72,0.96,normal,normal
939,0.54,0.905,thin,thin
940,0.37,0.735,thin,thin
941,0.73,0.71,fat,fat
942,0.78,0.76,fat,fat
943,0.36,0.855,thin,thin
944,0.46,0.6,fat,fat
945,0.65,0.65,fat,fat
946,0.7,0.845,normal,normal
947,0.42,0.605,fat,fat
948,0.65,0.72,fat,fat
949,0.68,0.98,thin,thin
950,0.41,0.675,normal,normal
951,0.7,0.81,fat,fat
952,0.43,0.715,normal,normal
953,0.37,0.91,thin,thin
954,0.43,0.795,thin,thin
955,0.5,0.73,normal,normal
956,0.58,0.665,fat,fat
957,0.53,0.98,thin,thin
958,0.61,0.785,normal,normal
959,0.72,0.83,fat,fat
960,0.41,0.695,normal,normal
961,0.46,0.825,thin,thin
962,0.55,0.91,thin,thin
963,0.41,0.85,thin,thin
964,0.74,0.735,fat,fat
965,0.59,0.885,normal,normal
966,0.71,0.64,fat,fat
967,0.66,0.98,thin,thin
968,0.79,0.74,fat,fat
969,0.49,0.92,thin,thin
970,0.79,0.96,normal,normal
971,0.59,0.74,fat,fat
972,0.63,0.68,fat,fat
973,0.73,0.795,fat,fat
974,0.67,0.705,fat,fat
975,0.43,0.91,thin,thin
976,0.8,0.75,fat,fat
977,0.51,0.67,fat,fat
978,0.55,0.745,normal,normal
979,0.66,0.655,fat,fat
980,0.43,0.915,thin,thin
981,0.39,0.96,thin,thin
982,0.58,0.825,normal,normal
983,0.54,0.745,normal,normal
984,0.42,0.775,thin,thin
985,0.52,0.66,fat,fat
986,0.79,0.87,fat,fat
987,0.53,0.845,normal,thin
988,0.6,0.795,normal,normal
989,0.58,0.965,thin,thin
990,0.7,0.87,normal,normal
991,0.77,0.98,normal,normal
992,0.61,0.88,normal,normal
993,0.56,0.795,normal,normal
994,0.7,0.67,fat,fat
995,0.7,0.825,fat,fat
996,0.8,0.905,normal,normal
997,0.46,0.69,normal,normal
998,0.51,0.915,thin,thin
999,0.68,0.67,fat,fat
1000,0.52,0.8,normal,normal
1001,0.59,0.955,thin,thin
1002,0.8,0.605,fat,fat
1003,0.69,0.65,fat,fat
1004,0.46,0.66,fat,fat
1005,0.66,0.935,normal,normal
1006,0.63,0.855,normal,normal
1007,0.43,0.64,fat,fat
1008,0.55,0.86,normal,thin
1009,0.72,0.835,fat,fat
1010,0.38,0.97,thin,thin
1011,0.78,0.845,fat,fat
1012,0.61,0.6,fat,fat
1013,0.72,0.955,normal,normal
1014,0.63,0.665,fat,fat
1015,0.79,0.76,fat,fat
1016,0.4,0.63,fat,fat
1017,0.48,0.835,thin,thin
1018,0.53,0.915,thin,thin
1019,0.63,0.625,fat,fat
1020,0.67,0.68,fat,fat
1021,0.59,0.85,normal,normal
1022,0.76,0.68,fat,fat
1023,0.37,0.61,normal,normal
1024,0.58,0.765,normal,normal
1025,0.43,0.87,thin,thin
1026,0.54,0.89,thin,thin
1027,0.37,0.985,thin,thin
1028,0.7,0.835,fat,fat
1029,0.76,0.9,normal,normal
1030,0.45,0.79,thin,thin
1031,0.39,0.795,thin,thin
1032,0.37,0.97,thin,thin
1033,0.69,0.73,fat,fat
1034,0.75,0.63,fat,fat
1035,0.56,0.945,thin,thin
1036,0.37,0.715,thin,thin
1037,0.47,0.64,fat,fat
1038,0.38,0.725,thin,thin
1039,0.55,0.665,fat,fat
1040,0.61,0.73,fat,fat
1041,0.55,0.64,fat,fat
1042,0.61,0.655,fat,fat
1043,0.42,0.8,thin,thin
1044,0.8,0.655,fat,fat
1045,0.41,0.695,normal,normal
1046,0.37,1.0,thin,thin
1047,0.79,0.81,fat,fat
1048,0.76,0.795,fat,fat
1049,0.72,0.67,fat,fat
1050,0.7,1.0,thin,thin
1051,0.5,0.615,fat,fat
1052,0.4,0.91,thin,thin
1053,0.42,0.91,thin,thin
1054,0.77,0.715,fat,fat
1055,0.67,0.88,normal,normal
1056,0.39,0.635,normal,normal
1057,0.52,0.935,thin,thin
1058,0.56,1.0,thin,thin
1059,0.35,0.66,normal,normal
1060,0.41,0.855,thin,thin
1061,0.63,0.79,fat,fat
1062,0.56,0.83,normal,normal
1063,0.57,0.805,normal,normal
1064,0.71,0.925,normal,normal
1065,0.6,0.795,normal,normal
1066,0.47,0.92,thin,thin
1067,0.46,0.885,thin,thin
1068,0.43,0.99,thin,thin
1069,0.52,0.67,fat,fat
1070,0.4,0.73,normal,normal
1071,0.54,0.855,thin,thin
1072,0.79,0.855,fat,fat
1073,0.76,0.69,fat,fat
1074,0.55,0.78,normal,normal
1075,0.8,0.6,fat,fat
1076,0.49,1.0,thin,thin
1077,0.64,0.725,fat,fat
1078,0.38,0.955,thin,thin
1079,0.37,0.87,thin,thin
1080,0.59,0.765,fat,fat
1081,0.75,0.905,normal,normal
1082,0.71,0.965,normal,normal
1083,0.41,0.765,thin,thin
1084,0.61,0.85,normal,normal
1085,0.52,0.935,thin,thin
1086,0.49,0.9,thin,thin
1087,0.58,0.715,fat,fat
1088,0.67,0.86,normal,normal
1089,0.44,0.645,fat,fat
1090,0.4,0.725,normal,normal
1091,0.52,0.78,normal,normal
1092,0.36,0.7,thin,normal
1093,0.39,0.935,thin,thin
1094,0.68,0.895,normal,normal
1095,0.73,0.82,fat,fat
1096,0.4,0.86,thin,thin
1097,0.67,0.795,fat,fat
1098,0.48,0.845,thin,thin
1099,0.8,0.815,fat,fat
1100,0.76,0.995,normal,normal
1101,0.68,0.78,fat,fat
1102,0.71,0.88,normal,normal
1103,0.57,0.825,normal,normal
1104,0.64,0.68,fat,fat
1105,0.49,0.745,normal,normal
1106,0.37,0.665,normal,normal
1107,0.59,0.99,thin,thin
1108,0.49,0.89,thin,thin
1109,0.46,0.645,fat,fat
1110,0.42,0.745,normal,normal
1111,0.63,0.97,thin,thin
1112,0.61,0.81,normal,normal
1113,0.6,0.69,fat,fat
1114,0.54,0.92,thin,thin
1115,0.6,0.985,thin,thin
1116,0.58,0.79,normal,normal
1117,0.48,0.74,normal,normal
1118,0.76,0.97,normal,normal
1119,0.79,0.725,fat,fat
1120,0.51,0.855,thin,thin
1121,0.79,0.88,fat,fat
1122,0.61,0.71,fat,fat
1123,0.58,0.955,thin,thin
1124,0.63,0.695,fat,fat
1125,0.78,0.87,fat,fat
1126,0.67,0.98,thin,thin
1127,0.46,0.9,thin,thin
1128,0.57,0.86,normal,normal
1129,0.43,0.99,thin,thin
1130,0.59,0.815,normal,normal
1131,0.67,0.77,fat,fat
1132,0.57,0.975,thin,thin
1133,0.49,0.635,fat,fat
1134,0.39,0.865,thin,thin
1135,0.79,0.77,fat,fat
1136,0.44,0.79,thin,thin
1137,0.47,0.8,thin,thin
1138,0.41,0.9,thin,thin
1139,0.37,0.705,normal,normal
1140,0.48,0.61,fat,fat
1141,0.48,0.61,fat,fat
1142,0.79,0.85,fat,fat
1143,0.43,0.905,thin,thin
1144,0.42,0.635,fat,fat
1145,0.66,0.61,fat,fat
1146,0.78,0.82,fat,fat
1147,0.45,0.69,normal,normal
1148,0.65,0.885,normal,normal
1149,0.41,0.825,thin,thin
1150,0.37,0.71,thin,normal
1151,0.78,0.78,fat,fat
1152,0.68,0.885,normal,normal
1153,0.5,0.665,fat,fat
1154,0.55,0.76,normal,normal
1155,0.71,0.805,fat,fat
1156,0.5,0.66,fat,fat
1157,0.63,0.745,fat,fat
1158,0.4,0.63,fat,fat
1159,0.55,0.64,fat,fat
1160,0.54,0.79,normal,normal
1161,0.48,0.785,normal,normal
1162,0.45,0.625,fat,fat
1163,0.63,0.71,fat,fat
1164,0.67,0.69,fat,fat
1165,0.36,0.755,thin,thin
1166,0.39,0.935,thin,thin
1167,0.48,0.93,thin,thin
1168,0.7,0.93,normal,normal
1169,0.39,0.915,thin,thin
1170,0.74,0.815,fat,fat
1171,0.67,0.8,fat,fat
1172,0.5,0.795,normal,normal
1173,0.68,0.895,normal,normal
1174,0.58,0.75,fat,fat
1175,0.57,0.85,normal,normal
1176,0.65,0.685,fat,fat
1177,0.54,0.83,normal,normal
1178,0.49,0.885,thin,thin
1179,0.56,0.885,thin,thin
1180,0.79,0.655,fat,fat
1181,0.54,0.695,fat,fat
1182,0.36,0.795,thin,thin
1183,0.54,0.72,fat,fat
1184,0.65,0.88,normal,normal
1185,0.39,0.765,thin,thin
1186,0.53,0.975,thin,thin
1187,0.57,0.685,fat,fat
1188,0.44,0.82,thin,thin
1189,0.44,0.69,normal,normal
1190,0.63,0.675,fat,fat
1191,0.44,0.865,thin,thin
1192,0.47,0.63,fat,fat
1193,0.79,0.75,fat,fat
1194,0.46,0.72,normal,normal
1195,0.57,0.85,normal,normal
1196,0.6,0.69,fat,fat
1197,0.41,0.875,thin,thin
1198,0.37,0.66,normal,normal
1199,0.5,0.78,normal,normal
1200,0.66,0.98,thin,thin
1201,0.54,0.63,fat,fat
1202,0.5,0.885,thin,thin
1203,0.77,0.8,fat,fat
1204,0.47,0.9,thin,thin
1205,0.64,0.97,thin,thin
1206,0.39,0.825,thin,thin
1207,0.4,0.895,thin,thin
1208,0.48,0.795,normal,normal
1209,0.46,0.725,normal,normal
1210,0.66,0.885,normal,normal
1211,0.51,0.99,thin,thin
1212,0.53,0.665,fat,fat
1213,0.64,0.845,normal,normal
1214,0.75,0.995,normal,normal
1215,0.76,0.625,fat,fat
1216,0.65,0.885,normal,normal
1217,0.35,0.77,thin,thin
1218,0.53,0.61,fat,fat
1219,0.47,0.84,thin,thin
1220,0.41,0.915,thin,thin
1221,0.53,0.73,normal,normal
1222,0.56,0.835,normal,normal
1223,0.5,0.835,thin,thin
1224,0.58,0.665,fat,fat
1225,0.41,0.76,thin,thin
1226,0.8,0.78,fat,fat
1227,0.61,0.745,fat,fat
1228,0.53,0.88,thin,thin
1229,0.62,0.615,fat,fat
1230,0.62,0.715,fat,fat
1231,0.56,0.855,normal,normal
1232,0.37,0.935,thin,thin
1233,0.66,0.7,fat,fat
1234,0.72,0.775,fat,fat
1235,0.46,0.865,thin,thin
1236,0.53,0.705,fat,fat
1237,0.57,0.815,normal,normal
1238,0.55,0.735,fat,fat
1239,0.53,0.81,normal,normal
1240,0.46,0.73,normal,normal
1241,0.48,0.79,normal,normal
1242,0.46,0.66,fat,fat
1243,0.52,0.615,fat,fat
1244,0.6,0.74,fat,fat
1245,0.42,0.71,normal,normal
1246,0.71,1.0,thin,thin
1247,0.53,0.925,thin,thin
1248,0.66,0.845,normal,normal
1249,0.49,0.64,fat,fat
1250,0.54,0.64,fat,fat
1251,0.62,0.665,fat,fat
1252,0.77,0.865,fat,fat
1253,0.41,0.78,thin,thin
1254,0.59,0.78,normal,normal
1255,0.63,0.68,fat,fat
1256,0.62,0.625,fat,fat
1257,0.49,0.6,fat,fat
1258,0.8,0.76,fat,fat
1259,0.68,0.645,fat,fat
1260,0.42,0.74,normal,normal
1261,0.7,0.815,fat,fat
1262,0.72,0.615,fat,fat
1263,0.38,0.7,normal,normal
1264,0.5,0.81,normal,normal
1265,0.51,0.94,thin,thin
1266,0.74,0.82,fat,fat
1267,0.4,0.91,thin,thin
1268,0.45,0.71,normal,normal
1269,0.39,0.975,thin,thin
1270,0.56,0.645,fat,fat
1271,0.4,0.705,normal,normal
1272,0.48,0.76,normal,normal
1273,0.38,0.875,thin,thin
1274,0.68,0.705,fat,fat
1275,0.56,0.925,thin,thin
1276,0.36,0.655,normal,normal
1277,0.6,0.635,fat,fat
1278,0.39,0.855,thin,thin
1279,0.39,0.835,thin,thin
1280,0.41,0.635,fat,fat
1281,0.65,1.0,thin,thin
1282,0.59,0.85,normal,normal
1283,0.53,0.785,normal,normal
1284,0.57,0.675,fat,fat
1285,0.62,1.0,thin,thin
1286,0.53,0.905,thin,thin
1287,0.5,0.935,thin,thin
1288,0.37,0.815,thin,thin
1289,0.8,0.96,normal,normal
1290,0.46,0.965,thin,thin
1291,0.76,0.905,normal,normal
1292,0.7,0.75,fat,fat
1293,0.7,0.735,fat,fat
1294,0.8,0.72,fat,fat
1295,0.79,0.855,fat,fat
1296,0.61,0.8,normal,normal
1297,0.77,0.8,fat,fat
1298,0.8,0.875,fat,fat
1299,0.45,0.68,normal,normal
1300,0.43,0.94,thin,thin
1301,0.48,0.865,thin,thin
1302,0.52,0.99,thin,thin
1303,0.45,0.88,thin,thin
1304,0.67,0.84,normal,normal
1305,0.56,0.905,thin,thin
1306,0.43,0.615,fat,fat
1307,0.65,0.965,thin,thin
1308,0.42,0.84,thin,thin
1309,0.44,0.78,thin,thin
1310,0.74,0.945,normal,normal
1311,0.53,0.815,normal,normal
1312,0.37,0.94,thin,thin
1313,0.77,0.845,fat,fat
1314,0.55,0.665,fat,fat
1315,0.36,0.64,normal,normal
1316,0.59,0.875,normal,normal
1317,0.74,0.69,fat,fat
1318,0.66,0.89,normal,normal
1319,0.65,0.69,fat,fat
1320,0.52,0.64,fat,fat
1321,0.36,0.965,thin,thin
1322,0.59,0.675,fat,fat
1323,0.66,0.605,fat,fat
1324,0.5,1.0,thin,thin
1325,0.65,0.89,normal,normal
1326,0.65,0.955,thin,thin
1327,0.38,0.865,thin,thin
1328,0.39,0.6,fat,fat
1329,0.39,0.71,normal,normal
1330,0.73,0.78,fat,fat
1331,0.8,0.655,fat,fat
1332,0.44,0.8,thin,thin
1333,0.43,0.7,normal,normal
1334,0.64,0.69,fat,fat
1335,0.59,0.74,fat,fat
1336,0.44,0.69,normal,normal
1337,0.69,0.97,thin,normal
1338,0.46,0.825,thin,thin
1339,0.44,0.75,normal,normal
1340,0.62,0.895,normal,normal
1341,0.66,0.65,fat,fat
1342,0.39,0.7,normal,normal
1343,0.38,0.955,thin,thin
1344,0.73,0.925,normal,normal
1345,0.54,0.925,thin,thin
1346,0.69,0.73,fat,fat
1347,0.77,0.78,fat,fat
1348,0.45,0.615,fat,fat
1349,0.55,0.885,thin,thin
1350,0.37,0.78,thin,thin
1351,0.62,0.6,fat,fat
1352,0.63,0.99,thin,thin
1353,0.58,0.675,fat,fat
1354,0.79,0.625,fat,fat
1355,0.43,0.86,thin,thin
1356,0.73,0.915,normal,normal
1357,0.75,0.625,fat,fat
1358,0.54,0.68,fat,fat
1359,0.65,0.67,fat,fat
1360,0.72,0.96,normal,normal
1361,0.66,0.97,thin,thin
1362,0.72,0.605,fat,fat
1363,0.38,0.69,normal,normal
1364,0.77,1.0,normal,normal
1365,0.54,0.695,fat,fat
1366,0.57,0.985,thin,thin
1367,0.52,0.735,normal,normal
1368,0.79,0.6,fat,fat
1369,0.54,0.94,thin,thin
1370,0.36,0.645,normal,normal
1371,0.38,0.955,thin,thin
1372,0.63,0.97,thin,thin
1373,0.42,0.755,thin,thin
1374,0.55,0.675,fat,fat
1375,0.66,0.705,fat,fat
1376,0.53,0.975,thin,thin
1377,0.48,0.66,fat,fat
1378,0.39,0.97,thin,thin
1379,0.48,0.995,thin,thin
1380,0.66,0.915,normal,normal
1381,0.5,0.885,thin,thin
1382,0.68,0.735,fat,fat
1383,0.78,0.965,normal,normal
1384,0.56,0.605,fat,fat
1385,0.71,1.0,thin,thin
1386,0.74,0.995,normal,normal
1387,0.8,0.73,fat,fat
1388,0.58,0.82,normal,normal
1389,0.68,0.63,fat,fat
1390,0.35,0.985,thin,thin
1391,0.79,0.955,normal,normal
1392,0.54,0.925,thin,thin
1393,0.49,0.835,thin,thin
1394,0.66,0.705,fat,fat
1395,0.72,0.895,normal,normal
1396,0.74,0.965,normal,normal
1397,0.64,0.865,normal,normal
1398,0.39,0.76,thin,thin
1399,0.72,0.97,normal,normal
1400,0.35,0.68,normal,normal
1401,0.52,0.84,thin,thin
1402,0.69,0.69,fat,fat
1403,0.77,0.88,normal,normal
1404,0.56,0.715,fat,fat
1405,0.54,0.72,fat,fat
1406,0.39,0.925,thin,thin
1407,0.64,0.92,normal,normal
1408,0.63,0.78,fat,fat
1409,0.51,0.695,fat,fat
1410,0.78,0.935,normal,normal
1411,0.4,0.675,normal,normal
1412,0.48,0.925,thin,thin
1413,0.49,0.925,thin,thin
1414,0.57,0.625,fat,fat
1415,0.39,0.97,thin,thin
1416,0.75,0.78,fat,fat
1417,0.44,0.64,fat,fat
1418,0.66,0.7,fat,fat
1419,0.77,0.685,fat,fat
1420,0.36,0.65,normal,normal
1421,0.78,0.81,fat,fat
1422,0.57,0.895,thin,thin
1423,0.51,0.775,normal,normal
1424,0.8,0.985,normal,normal
1425,0.78,0.715,fat,fat
1426,0.52,0.925,thin,thin
1427,0.53,0.79,normal,normal
1428,0.44,0.98,thin,thin
1429,0.36,0.64,normal,normal
1430,0.65,0.96,thin,thin
1431,0.65,0.92,normal,normal
1432,0.45,0.825,thin,thin
1433,0.46,0.64,fat,fat
1434,0.49,0.95,thin,thin
1435,0.58,0.89,thin,thin
1436,0.35,0.685,normal,normal
1437,0.43,0.645,fat,fat
1438,0.6,0.755,fat,fat
1439,0.4,0.755,thin,thin
1440,0.43,1.0,thin,thin
1441,0.44,0.8,thin,thin
1442,0.45,0.735,normal,normal
1443,0.55,0.935,thin,thin
1444,0.38,0.975,thin,thin
1445,0.59,0.775,normal,normal
1446,0.4,0.665,normal,normal
1447,0.6,0.76,fat,fat
1448,0.61,0.855,normal,normal
1449,0.64,0.725,fat,fat
1450,0.75,0.83,fat,fat
1451,0.69,0.855,normal,normal
1452,0.38,0.61,fat,fat
1453,0.73,0.92,normal,normal
1454,0.53,0.895,thin,thin
1455,0.77,0.77,fat,fat
1456,0.47,0.79,normal,normal
1457,0.48,0.695,normal,normal
1458,0.35,0.66,normal,normal
1459,0.43,0.815,thin,thin
1460,0.55,0.84,normal,normal
1461,0.57,0.73,fat,fat
1462,0.69,0.825,fat,fat
1463,0.65,0.915,normal,normal
1464,0.37,0.745,thin,thin
1465,0.42,0.7,normal,normal
1466,0.47,0.89,thin,thin
1467,0.67,0.73,fat,fat
1468,0.35,0.78,thin,thin
1469,0.72,0.875,normal,normal
1470,0.38,0.74,thin,thin
1471,0.72,0.64,fat,fat
1472,0.43,0.62,fat,fat
1473,0.37,0.755,thin,thin
1474,0.45,0.62,fat,fat
1475,0.5,0.615,fat,fat
1476,0.79,0.99,normal,normal
1477,0.78,0.99,normal,normal
1478,0.47,0.625,fat,fat
1479,0.4,1.0,thin,thin
1480,0.75,0.72,fat,fat
1481,0.54,0.68,fat,fat
1482,0.67,0.675,fat,fat
1483,0.61,0.745,fat,fat
1484,0.43,0.64,fat,fat
1485,0.49,0.67,fat,fat
1486,0.46,0.865,thin,thin
1487,0.79,0.62,fat,fat
1488,0.47,0.95,thin,thin
1489,0.66,0.76,fat,fat
1490,0.41,0.94,thin,thin
1491,0.79,0.9,normal,normal
1492,0.64,0.865,normal,normal
1493,0.43,0.82,thin,thin
1494,0.58,0.85,normal,normal
1495,0.55,0.73,fat,fat
1496,0.46,0.645,fat,fat
1497,0.69,0.97,thin,normal
1498,0.72,0.91,normal,normal
1499,0.54,0.74,normal,normal
1500,0.41,0.84,thin,thin
1501,0.62,0.76,fat,fat
1502,0.74,0.945,normal,normal
1503,0.67,0.755,fat,fat
1504,0.61,0.875,normal,normal
1505,0.38,0.855,thin,thin
1506,0.58,0.875,normal,normal
1507,0.66,0.89,normal,normal
1508,0.58,0.975,thin,thin
1509,0.49,0.765,normal,normal
1510,0.61,0.68,fat,fat
1511,0.58,0.64,fat,fat
1512,0.8,0.815,fat,fat
1513,0.4,0.855,thin,thin
1514,0.39,0.83,thin,thin
1515,0.6,0.825,normal,normal
1516,0.38,0.975,thin,thin
1517,0.51,0.965,thin,thin
1518,0.75,0.69,fat,fat
1519,0.74,0.74,fat,fat
1520,0.7,0.735,fat,fat
1521,0.72,0.715,fat,fat
1522,0.48,0.95,thin,thin
1523,0.52,0.975,thin,thin
1524,0.79,0.72,fat,fat
1525,0.46,0.68,normal,normal
1526,0.41,0.915,thin,thin
1527,0.45,0.75,normal,normal
1528,0.43,0.905,thin,thin
1529,0.6,0.96,thin,thin
1530,0.79,0.695,fat,fat
1531,0.5,0.63,fat,fat
1532,0.8,0.7,fat,fat
1533,0.37,0.86,thin,thin
1534,0.8,0.975,normal,normal
1535,0.78,0.97,normal,normal
1536,0.79,0.88,fat,fat
1537,0.36,0.935,thin,thin
1538,0.49,0.78,normal,normal
1539,0.54,0.975,thin,thin
1540,0.5,0.91,thin,thin
1541,0.8,0.705,fat,fat
1542,0.78,0.945,normal,normal
1543,0.62,0.83,normal,normal
1544,0.5,0.9,thin,thin
1545,0.62,0.685,fat,fat
1546,0.45,0.955,thin,thin
1547,0.43,0.705,normal,normal
1548,0.79,0.73,fat,fat
1549,0.58,0.99,thin,thin
1550,0.64,0.805,normal,normal
1551,0.45,0.94,thin,thin
1552,0.55,0.605,fat,fat
1553,0.47,0.715,normal,normal
1554,0.72,0.805,fat,fat
1555,0.7,0.695,fat,fat
1556,0.36,0.77,thin,thin
1557,0.48,0.625,fat,fat
1558,0.5,0.88,thin,thin
1559,0.57,0.795,normal,normal
1560,0.73,0.855,normal,normal
1561,0.56,0.845,normal,normal
1562,0.46,0.935,thin,thin
1563,0.45,0.995,thin,thin
1564,0.79,0.6,fat,fat
1565,0.66,0.875,normal,normal
1566,0.62,0.795,normal,normal
1567,0.39,0.685,normal,normal
1568,0.7,0.945,normal,normal
1569,0.61,0.855,normal,normal
1570,0.5,0.6,fat,fat
1571,0.51,0.705,fat,fat
1572,0.47,0.88,thin,thin
1573,0.61,0.82,normal,normal
1574,0.47,0.775,normal,normal
1575,0.61,0.85,normal,normal
1576,0.53,0.76,normal,normal
1577,0.53,0.665,fat,fat
1578,0.52,1.0,thin,thin
1579,0.6,0.725,fat,fat
1580,0.41,0.855,thin,thin
1581,0.52,0.675,fat,fat
1582,0.43,0.77,thin,thin
1583,0.51,1.0,thin,thin
1584,0.67,0.635,fat,fat
1585,0.59,0.735,fat,fat
1586,0.76,0.61,fat,fat
1587,0.74,0.885,normal,normal
1588,0.44,0.63,fat,fat
1589,0.37,0.88,thin,thin
1590,0.69,0.64,fat,fat
1591,0.66,0.745,fat,fat
1592,0.58,0.905,thin,thin
1593,0.67,0.895,normal,normal
1594,0.4,0.61,fat,fat
1595,0.59,0.64,fat,fat
1596,0.6,0.7,fat,fat
1597,0.69,0.795,fat,fat
1598,0.66,0.9,normal,normal
1599,0.56,0.635,fat,fat
1600,0.55,0.73,fat,fat
1601,0.78,0.915,normal,normal
1602,0.5,0.64,fat,fat
1603,0.65,0.95,thin,thin
1604,0.72,0.67,fat,fat
1605,0.77,0.92,normal,normal
1606,0.5,0.795,normal,normal
1607,0.66,0.62,fat,fat
1608,0.63,0.685,fat,fat
1609,0.62,0.895,normal,normal
1610,0.75,0.92,normal,normal
1611,0.45,0.995,thin,thin
1612,0.78,0.87,fat,fat
1613,0.44,0.73,normal,normal
1614,0.49,0.605,fat,fat
1615,0.35,0.77,thin,thin
1616,0.61,0.985,thin,thin
1617,0.44,1.0,thin,thin
1618,0.39,0.625,normal,normal
1619,0.56,0.675,fat,fat
1620,0.42,0.76,thin,thin
1621,0.59,0.865,normal,normal
1622,0.61,0.63,fat,fat
1623,0.65,0.955,thin,thin
1624,0.41,0.755,thin,thin
1625,0.65,0.84,normal,normal
1626,0.71,0.89,normal,normal
1627,0.73,0.8,fat,fat
1628,0.37,0.88,thin,thin
1629,0.57,0.96,thin,thin
1630,0.55,0.675,fat,fat
1631,0.72,0.685,fat,fat
1632,0.8,0.905,normal,normal
1633,0.37,0.64,normal,normal
1634,0.73,0.715,fat,fat
1635,0.42,0.88,thin,thin
1636,0.67,0.935,normal,normal
1637,0.35,0.785,thin,thin
1638,0.68,0.92,normal,normal
1639,0.41,0.905,thin,thin
1640,0.71,0.925,normal,normal
1641,0.58,1.0,thin,thin
1642,0.68,0.985,thin,thin
1643,0.53,0.895,thin,thin
1644,0.38,0.695,normal,normal
1645,0.77,0.785,fat,fat
1646,0.42,0.63,fat,fat
1647,0.68,0.67,fat,fat
1648,0.6,0.92,thin,thin
1649,0.41,0.67,normal,normal
1650,0.41,0.785,thin,thin
1651,0.5,0.665,fat,fat
1652,0.65,0.865,normal,normal
1653,0.4,0.88,thin,thin
1654,0.37,0.735,thin,thin
1655,0.62,0.64,fat,fat
1656,0.63,0.81,normal,normal
1657,0.57,0.9,thin,thin
1658,0.36,0.75,thin,thin
1659,0.61,0.975,thin,thin
1660,0.66,0.755,fat,fat
1661,0.6,0.715,fat,fat
1662,0.75,0.975,normal,normal
1663,0.54,0.79,normal,normal
1664,0.77,0.805,fat,fat
1665,0.38,0.96,thin,thin
1666,0.66,0.635,fat,fat
1667,0.55,0.835,normal,normal
1668,0.6,0.615,fat,fat
1669,0.63,0.85,normal,normal
1670,0.52,0.715,fat,fat
1671,0.52,0.96,thin,thin
1672,0.51,0.745,normal,normal
1673,0.37,0.82,thin,thin
1674,0.52,0.945,thin,thin
1675,0.59,0.97,thin,thin
1676,0.61,0.935,thin,thin
1677,0.79,0.805,fat,fat
1678,0.55,0.95,thin,thin
1679,0.77,0.88,normal,normal
1680,0.5,0.825,thin,thin
1681,0.38,0.84,thin,thin
1682,0.64,0.81,normal,normal
1683,0.7,0.74,fat,fat
1684,0.68,0.76,fat,fat
1685,0.42,0.76,thin,thin
1686,0.42,0.99,thin,thin
1687,0.5,0.875,thin,thin
1688,0.46,0.85,thin,thin
1689,0.36,0.99,thin,thin
1690,0.35,0.93,thin,thin
1691,0.64,0.74,fat,fat
1692,0.69,0.89,normal,normal
1693,0.6,0.705,fat,fat
1694,0.35,0.715,thin,thin
1695,0.8,0.84,fat,fat
1696,0.35,0.65,normal,normal
1697,0.41,0.63,fat,fat
1698,0.62,0.99,thin,thin
1699,0.55,0.935,thin,thin
1700,0.67,0.985,thin,thin
1701,0.43,0.6,fat,fat
1702,0.36,0.745,thin,thin
